Date,Vol,Val
"February 19, 2023",2554.70,31261.70
"February 20, 2023",2693.00,45260.10
"February 21, 2023",2650.99,42897.62
"February 22, 2023",2604.64,41562.95
"February 23, 2023",2619.62,40906.88
"February 24, 2023",2619.64,40347.83
"February 25, 2023",2606.02,39270.42
"February 26, 2023",2535.51,30904.86
"February 27, 2023",2642.94,45348.53
"February 28, 2023",2810.88,54915.62
"March 01, 2023",3012.07,59817.25
"March 02, 2023",2813.58,53383.73
"March 03, 2023",2941.07,52497.80
"March 04, 2023",2985.36,53722.03
"March 05, 2023",2870.10,42705.74
"March 06, 2023",2976.54,55488.96
"March 07, 2023",2781.85,43805.38
"March 08, 2023",2605.60,38788.84
"March 09, 2023",2730.11,45891.88
"March 10, 2023",2912.25,51625.61
"March 11, 2023",2822.42,44702.23
"March 12, 2023",2721.17,35015.26
"March 13, 2023",2842.08,49324.67
"March 14, 2023",2851.91,48479.42
"March 15, 2023",2853.73,48315.20
"March 16, 2023",2798.96,45720.01
"March 17, 2023",2737.56,41896.47
"March 18, 2023",2757.13,41909.31
"March 19, 2023",2676.22,33235.82
"March 20, 2023",2764.64,46652.05
"March 21, 2023",2829.32,44602.04
"March 22, 2023",2732.58,39965.47
"March 23, 2023",2715.52,42864.52
"March 24, 2023",2711.94,42625.03
"March 25, 2023",2745.58,41335.82
"March 26, 2023",2695.47,32424.00
"March 27, 2023",2755.29,45897.16
"March 28, 2023",2759.07,45057.30
"March 29, 2023",2783.00,45843.30
"March 30, 2023",2655.43,42465.52
"March 31, 2023",2678.79,48892.77
"April 01, 2023",3096.22,51067.88
"April 02, 2023",2705.90,40107.32
"April 03, 2023",2912.34,67174.84
"April 04, 2023",3026.28,55131.41
"April 05, 2023",3055.58,55523.66
"April 06, 2023",3003.71,53108.05
"April 07, 2023",2996.84,49096.83
"April 08, 2023",3059.59,45972.66
"April 09, 2023",2961.09,38971.53
"April 10, 2023",3066.42,57032.84
"April 11, 2023",2934.13,51142.19
"April 12, 2023",3173.50,52628.20
"April 13, 2023",3025.41,48837.58
"April 14, 2023",2921.59,41334.68
"April 15, 2023",3036.99,45867.37
"April 16, 2023",2902.90,35944.36
"April 17, 2023",2920.98,48059.75
"April 18, 2023",2895.77,45994.08
"April 19, 2023",2951.65,46337.61
"April 20, 2023",3015.45,47613.07
"April 21, 2023",3024.70,46341.28
"April 22, 2023",2814.93,37244.28
"April 23, 2023",2770.55,32251.65
"April 24, 2023",2819.19,44918.84
"April 25, 2023",2811.87,44390.27
"April 26, 2023",2860.46,44656.69
"April 27, 2023",2865.14,44563.42
"April 28, 2023",2940.58,48699.12
"April 29, 2023",3098.50,52690.23
"April 30, 2023",2964.34,42803.02
"May 01, 2023",3105.69,56109.02
"May 02, 2023",3096.52,57673.10
"May 03, 2023",3091.21,54740.39
"May 04, 2023",3027.83,55434.84
"May 05, 2023",3127.48,53729.76
"May 06, 2023",3196.78,53437.16
"May 07, 2023",3094.33,41902.53
"May 08, 2023",3103.63,54789.08
"May 09, 2023",3119.73,53279.57
"May 10, 2023",3132.76,52894.17
"May 11, 2023",3085.46,50019.11
"May 12, 2023",3093.81,48240.66
"May 13, 2023",3095.49,44730.46
"May 14, 2023",3062.02,37468.83
"May 15, 2023",3091.12,51693.49
"May 16, 2023",3030.65,48266.02
"May 17, 2023",2979.02,46493.98
"May 18, 2023",3012.26,46334.97
"May 19, 2023",3012.85,44503.43
"May 20, 2023",3105.32,46688.26
"May 21, 2023",2897.62,34744.20
"May 22, 2023",2904.15,46610.35
"May 23, 2023",2956.97,45016.09
"May 24, 2023",2990.17,45428.85
"May 25, 2023",2899.03,45736.15
"May 26, 2023",3002.19,44385.37
"May 27, 2023",2916.71,41936.74
"May 28, 2023",2970.83,33637.03
"May 29, 2023",2933.76,46315.40
"May 30, 2023",2889.86,47998.33
"May 31, 2023",3126.60,58908.11
"June 01, 2023",3256.17,62898.87
"June 02, 2023",3262.64,57644.81
"June 03, 2023",3232.11,54799.20
"June 04, 2023",3119.87,45018.03
"June 05, 2023",3211.95,59403.41
"June 06, 2023",3157.27,54850.16
"June 07, 2023",3260.02,56073.86
"June 08, 2023",3178.07,52908.79
"June 09, 2023",3193.67,52262.00
"June 10, 2023",3229.53,51283.62
"June 11, 2023",3116.14,39593.49
"June 12, 2023",3146.43,53040.32
"June 13, 2023",3124.12,50385.35
"June 14, 2023",3140.38,50450.73
"June 15, 2023",3108.01,49745.39
"June 16, 2023",3119.26,46355.70
"June 17, 2023",3120.82,45835.99
"June 18, 2023",3013.49,35234.45
"June 19, 2023",3099.47,49499.42
"June 20, 2023",3074.00,48407.30
"June 21, 2023",3071.31,47664.33
"June 22, 2023",3045.04,46704.89
"June 23, 2023",3023.43,45579.36
"June 24, 2023",3006.31,42935.74
"June 25, 2023",2947.34,35147.31
"June 26, 2023",3022.21,48619.69
"June 27, 2023",2999.57,47516.37
"June 28, 2023",3137.01,49897.31
"June 29, 2023",2805.97,37961.22
"June 30, 2023",3129.03,57747.14
"July 01, 2023",3395.43,61917.81
"July 02, 2023",3292.24,47229.91
"July 03, 2023",3289.63,59189.38
"July 04, 2023",3304.41,59449.73
"July 05, 2023",3312.82,59459.28
"July 06, 2023",3256.93,56399.50
"July 07, 2023",3298.22,55271.86
"July 08, 2023",3264.78,50571.15
"July 09, 2023",3195.43,41980.62
"July 10, 2023",3317.95,60484.85
"July 11, 2023",3266.74,53967.69
"July 12, 2023",3314.67,53590.28
"July 13, 2023",3237.53,50613.67
"July 14, 2023",3225.96,47947.78
"July 15, 2023",3175.55,47729.74
"July 16, 2023",3208.67,38071.82
"July 17, 2023",3170.26,48124.93
"July 18, 2023",3117.13,46846.49
"July 19, 2023",3154.42,47849.70
"July 20, 2023",3153.75,47608.52
"July 21, 2023",3152.82,45577.50
"July 22, 2023",3136.92,42238.88
"July 23, 2023",3093.14,34416.57
"July 24, 2023",3110.05,48206.15
"July 25, 2023",3079.47,46984.69
"July 26, 2023",3107.65,46067.19
"July 27, 2023",3140.61,45734.03
"July 28, 2023",3152.33,46273.69
"July 29, 2023",3167.06,42690.11
"July 30, 2023",3172.10,36936.18
"July 31, 2023",3377.89,64106.76
"August 01, 2023",3552.48,66969.23
"August 02, 2023",3456.88,62307.11
"August 03, 2023",3485.69,59287.21
"August 04, 2023",3447.93,57716.61
"August 05, 2023",3562.42,57820.12
"August 06, 2023",2988.15,36438.50
"August 07, 2023",3591.07,63298.71
"August 08, 2023",3492.43,55950.61
"August 09, 2023",3503.43,56345.84
"August 10, 2023",3547.91,57156.72
"August 11, 2023",3533.91,53813.39
"August 12, 2023",3526.84,48703.92
"August 13, 2023",3427.23,38677.49
"August 14, 2023",3533.66,54501.90
"August 15, 2023",3284.60,39607.89
"August 16, 2023",3401.64,50036.67
"August 17, 2023",3322.78,49839.67
"August 18, 2023",3372.98,48000.66
"August 19, 2023",3352.03,47379.98
"August 20, 2023",3356.88,38720.84
"August 21, 2023",3347.38,50543.50
"August 22, 2023",3272.87,47968.58
"August 23, 2023",3314.39,47616.87
"August 24, 2023",3350.51,47858.74
"August 25, 2023",3310.38,46491.48
"August 26, 2023",3381.55,45179.66
"August 27, 2023",3328.27,36874.21
"August 28, 2023",3396.45,51900.82
"August 29, 2023",3413.46,51131.17
"August 30, 2023",3561.35,50318.30
"August 31, 2023",3442.61,58080.14
"September 01, 2023",3655.33,66251.46
"September 02, 2023",3674.04,61319.80
"September 03, 2023",3519.03,48259.60
"September 04, 2023",3608.71,65160.82
"September 05, 2023",3595.88,62292.52
"September 06, 2023",3619.58,59538.75
"September 07, 2023",3539.64,56509.07
"September 08, 2023",3505.83,55244.15
"September 09, 2023",3565.07,52442.49
"September 10, 2023",3551.89,43863.43
"September 11, 2023",3571.22,58890.66
"September 12, 2023",3567.62,57361.62
"September 13, 2023",3551.08,55420.78
"September 14, 2023",3533.01,52948.40
"September 15, 2023",3619.42,52463.74
"September 16, 2023",3593.71,51457.19
"September 17, 2023",3621.53,39851.59
"September 18, 2023",3442.50,46073.95
"September 19, 2023",3404.95,46404.94
"September 20, 2023",3475.70,51964.82
"September 21, 2023",3410.04,50639.38
"September 22, 2023",3389.37,47198.39
"September 23, 2023",3337.70,44321.27
"September 24, 2023",3362.79,36318.66
"September 25, 2023",3439.51,52459.32
"September 26, 2023",3412.97,49983.70
"September 27, 2023",3507.09,51103.20
"September 28, 2023",3330.36,46099.97
"September 29, 2023",3464.94,54305.47
"September 30, 2023",3686.36,62984.04
"October 01, 2023",3713.88,55361.74
"October 02, 2023",3639.63,55043.13
"October 03, 2023",3766.67,66099.28
"October 04, 2023",3792.63,67532.08
"October 05, 2023",3871.82,66768.83
"October 06, 2023",3784.17,60745.31
"October 07, 2023",3910.27,65036.72
"October 08, 2023",3850.15,51259.08
"October 09, 2023",3823.20,67283.18
"October 10, 2023",3904.74,64797.72
"October 11, 2023",3864.04,61280.39
"October 12, 2023",3815.60,58987.48
"October 13, 2023",3845.97,56244.79
"October 14, 2023",3320.07,41345.44
"October 15, 2023",3590.01,44351.21
"October 16, 2023",3537.26,55618.56
"October 17, 2023",3678.74,56858.26
"October 18, 2023",3720.74,55860.46
"October 19, 2023",3709.93,54470.36
"October 20, 2023",3692.63,54710.75
"October 21, 2023",3777.73,54291.64
"October 22, 2023",3592.45,41526.45
"October 23, 2023",3456.95,46427.03
"October 24, 2023",3382.69,39260.52
"October 25, 2023",3538.37,52321.01
"October 26, 2023",3516.11,53636.83
"October 27, 2023",3542.75,51883.00
"October 28, 2023",3510.83,47773.87
"October 29, 2023",3441.31,39525.24
"October 30, 2023",3689.75,60412.71
"October 31, 2023",3806.81,69055.27
"November 01, 2023",4054.29,75460.87
"November 02, 2023",3938.85,69440.58
"November 03, 2023",3901.06,65932.18
"November 04, 2023",3994.62,67589.37
"November 05, 2023",3980.92,55497.82
"November 06, 2023",3887.21,68024.65
"November 07, 2023",3932.25,68423.73
"November 08, 2023",4051.05,69096.38
"November 09, 2023",4077.12,71078.45
"November 10, 2023",4289.39,75086.84
"November 11, 2023",4390.40,69374.71
"November 12, 2023",3935.73,44733.39
"November 13, 2023",3417.70,47916.85
"November 14, 2023",3513.04,51371.31
"November 15, 2023",3550.35,52638.59
"November 16, 2023",3610.35,55363.84
"November 17, 2023",3538.43,52204.33
"November 18, 2023",3633.96,52174.65
"November 19, 2023",3548.45,38799.93
"November 20, 2023",3563.24,56077.71
"November 21, 2023",3558.82,54802.00
"November 22, 2023",3458.05,53206.86
"November 23, 2023",3599.83,53380.71
"November 24, 2023",3546.08,52349.38
"November 25, 2023",3556.28,49582.93
"November 26, 2023",3496.56,39662.64
"November 27, 2023",3448.65,47992.81
"November 28, 2023",3559.73,53090.91
"November 29, 2023",3600.39,59642.71
"November 30, 2023",3720.12,69743.48
"December 01, 2023",4062.79,73567.26
"December 02, 2023",4078.53,70237.35
"December 03, 2023",3870.94,51728.44
"December 04, 2023",3817.63,68763.30
"December 05, 2023",3854.49,68578.17
"December 06, 2023",3838.05,64625.98
"December 07, 2023",3839.53,63698.48
"December 08, 2023",3982.60,63578.40
"December 09, 2023",3991.36,59877.09
"December 10, 2023",3917.03,49895.18
"December 11, 2023",3910.92,65689.66
"December 12, 2023",3956.49,62987.05
"December 13, 2023",3912.56,61418.12
"December 14, 2023",3875.95,59486.48
"December 15, 2023",3842.54,58430.66
"December 16, 2023",3890.45,55199.40
"December 17, 2023",3836.85,43870.34
"December 18, 2023",3826.35,58406.97
"December 19, 2023",3809.83,56788.00
"December 20, 2023",3888.88,60562.68
"December 21, 2023",3883.29,57778.84
"December 22, 2023",3885.54,56458.87
"December 23, 2023",3821.26,52084.16
"December 24, 2023",3742.03,42244.26
"December 25, 2023",3657.93,45953.24
"December 26, 2023",3727.08,55758.73
"December 27, 2023",3741.96,56459.53
"December 28, 2023",3719.00,57227.27
"December 29, 2023",3812.46,61351.22
"December 30, 2023",3997.55,66002.11
"December 31, 2023",4210.39,54242.21
"January 01, 2024",4057.51,61548.14
"January 02, 2024",4071.45,70893.83
"January 03, 2024",4058.37,69042.32
"January 04, 2024",3982.87,69677.00
"January 05, 2024",4022.71,67340.71
"January 06, 2024",4101.97,66487.01
"January 07, 2024",4021.28,53625.61
"January 08, 2024",4057.77,70844.31
"January 09, 2024",4005.45,66881.19
"January 10, 2024",4126.03,69096.76
"January 11, 2024",4130.81,64802.51
"January 12, 2024",4128.73,62936.80
"January 13, 2024",4150.52,58622.32
"January 14, 2024",3970.21,45798.47
"January 15, 2024",3715.69,52989.31
"January 16, 2024",3751.05,54848.90
"January 17, 2024",3860.14,57865.64
"January 18, 2024",3776.33,57744.14
"January 19, 2024",3889.88,57190.90
"January 20, 2024",3961.25,58896.19
"January 21, 2024",3828.63,43723.18
"January 22, 2024",3558.49,45700.49
"January 23, 2024",3807.01,58416.14
"January 24, 2024",3897.97,58701.30
"January 25, 2024",3906.37,59174.51
"January 26, 2024",3728.82,44870.49
"January 27, 2024",3814.49,49962.28
"January 28, 2024",3743.14,41338.49
"January 29, 2024",3878.10,61721.40
"January 30, 2024",3883.08,63398.15
"January 31, 2024",4144.06,76945.48
"February 01, 2024",4318.59,82028.29
"February 02, 2024",4334.91,73617.61
"February 03, 2024",4311.46,70136.81
"February 04, 2024",4193.76,58023.37
"February 05, 2024",4304.28,77049.21
"February 06, 2024",4030.23,66834.78
"February 07, 2024",4369.19,72935.74
"February 08, 2024",4315.24,69704.87
"February 09, 2024",4329.59,67472.51
"February 10, 2024",4377.30,64841.39
"February 11, 2024",4232.39,50719.39
"February 12, 2024",4263.37,69413.98
"February 13, 2024",4197.70,64168.37
"February 14, 2024",4206.21,62262.76
"February 15, 2024",4200.45,64067.86
"February 16, 2024",4099.75,58708.44
"February 17, 2024",4045.74,56296.73
"February 18, 2024",4074.49,45970.13
"February 19, 2024",4069.78,59833.37
"February 20, 2024",4105.95,61793.87
"February 21, 2024",4138.67,60116.76
"February 22, 2024",4031.86,57929.56
"February 23, 2024",4102.78,56587.10
"February 24, 2024",4013.05,52338.63
"February 25, 2024",3989.82,44382.34
"February 26, 2024",4000.04,59971.55
"February 27, 2024",3872.42,57903.92
"February 28, 2024",4181.90,64859.15
"February 29, 2024",4315.81,77900.86
"March 01, 2024",4546.29,80825.87
"March 02, 2024",4520.81,75429.57
"March 03, 2024",4338.82,58334.60
"March 04, 2024",4400.41,77261.65
"March 05, 2024",4469.35,76244.86
"March 06, 2024",4418.26,73298.76
"March 07, 2024",4501.15,72473.42
"March 08, 2024",4282.33,59151.00
"March 09, 2024",4335.56,62712.99
"March 10, 2024",4381.91,54675.02
"March 11, 2024",4446.13,73454.28
"March 12, 2024",4323.86,68580.66
"March 13, 2024",4320.08,68886.56
"March 14, 2024",4289.08,66622.38
"March 15, 2024",4366.18,64856.70
"March 16, 2024",4315.83,61213.98
"March 17, 2024",4258.75,48305.04
"March 18, 2024",4279.42,63687.32
"March 19, 2024",4186.05,61251.95
"March 20, 2024",4184.15,62350.23
"March 21, 2024",4262.70,61972.32
"March 22, 2024",4456.07,61822.70
"March 23, 2024",4504.97,60705.64
"March 24, 2024",4459.68,48265.51
"March 25, 2024",3707.24,40085.56
"March 26, 2024",4130.96,56389.63
"March 27, 2024",4284.64,62182.95
"March 28, 2024",4259.39,67414.47
"March 29, 2024",4282.98,61279.32
"March 30, 2024",4402.70,69087.24
"March 31, 2024",4484.29,59531.05
"April 01, 2024",4081.77,65707.52
"April 02, 2024",4376.71,78992.68
"April 03, 2024",4574.56,81612.52
"April 04, 2024",4637.32,80339.98
"April 05, 2024",4683.52,76592.44
"April 06, 2024",4683.34,75139.67
"April 07, 2024",4732.20,62137.33
"April 08, 2024",4645.73,78463.35
"April 09, 2024",4729.93,73005.91
"April 10, 2024",4787.30,77281.73
"April 11, 2024",4370.30,58614.12
"April 12, 2024",4445.22,66417.20
"April 13, 2024",4479.34,60182.59
"April 14, 2024",4383.94,49234.95
"April 15, 2024",4469.73,71014.73
"April 16, 2024",4494.11,67012.58
"April 17, 2024",4305.65,58079.92
"April 18, 2024",4387.66,62329.77
"April 19, 2024",4141.56,55920.21
"April 20, 2024",4447.32,63256.03
"April 21, 2024",4346.77,48472.16
"April 22, 2024",4336.30,63466.19
"April 23, 2024",4232.23,59888.22
"April 24, 2024",4296.90,62462.96
"April 25, 2024",4316.85,62066.20
"April 26, 2024",4178.70,56158.84
"April 27, 2024",4373.46,56822.21
"April 28, 2024",4256.32,46102.79
"April 29, 2024",4352.25,67116.48
"April 30, 2024",4492.95,80573.24
"May 01, 2024",4804.69,81678.50
"May 02, 2024",4772.01,82795.98
"May 03, 2024",4712.03,77293.80
"May 04, 2024",4840.87,77618.21
"May 05, 2024",4711.69,61535.54
"May 06, 2024",4669.94,77012.19
"May 07, 2024",4544.11,71966.72
"May 08, 2024",4741.36,74337.94
"May 09, 2024",4711.16,74897.09
"May 10, 2024",4740.33,74820.95
"May 11, 2024",4605.34,64156.46
"May 12, 2024",4565.44,51539.62
"May 13, 2024",4368.12,64193.58
"May 14, 2024",4494.89,67457.42
"May 15, 2024",4611.81,69211.71
"May 16, 2024",4493.06,65655.99
"May 17, 2024",4466.52,61499.98
"May 18, 2024",4475.37,60392.39
"May 19, 2024",4421.55,48699.88
"May 20, 2024",4359.16,62677.84
"May 21, 2024",4429.81,63261.77
"May 22, 2024",4485.22,62814.11
"May 23, 2024",4321.57,59408.90
"May 24, 2024",4439.13,59932.38
"May 25, 2024",4310.14,55032.22
"May 26, 2024",4387.71,45546.42
"May 27, 2024",4337.40,63592.61
"May 28, 2024",4284.26,61125.12
"May 29, 2024",4313.43,61874.15
"May 30, 2024",4348.73,65193.76
"May 31, 2024",4591.58,77713.82
"June 01, 2024",4784.57,80892.93
"June 02, 2024",4741.78,65177.53
"June 03, 2024",4791.28,84201.75
"June 04, 2024",4474.45,81483.43
"June 05, 2024",4786.02,82064.37
"June 06, 2024",4579.99,73445.81
"June 07, 2024",4781.77,74690.75
"June 08, 2024",4791.90,68922.47
"June 09, 2024",4710.92,56425.61
"June 10, 2024",4807.16,80323.86
"June 11, 2024",4697.98,73866.64
"June 12, 2024",4769.39,71385.73
"June 13, 2024",4621.92,67638.55
"June 14, 2024",4705.68,66861.57
"June 15, 2024",4777.18,68024.41
"June 16, 2024",4746.27,53975.80
"June 17, 2024",4315.90,51569.15
"June 18, 2024",4404.62,61051.29
"June 19, 2024",4602.56,64879.46
"June 20, 2024",4543.25,65029.53
"June 21, 2024",4526.04,62337.03
"June 22, 2024",4548.31,57274.09
"June 23, 2024",4453.05,46497.11
"June 24, 2024",4555.21,64748.05
"June 25, 2024",4445.25,63353.78
"June 26, 2024",4481.40,62349.06
"June 27, 2024",4504.87,62009.24
"June 28, 2024",4527.52,66808.91
"June 29, 2024",4755.43,70499.43
"June 30, 2024",4619.75,59293.86
